SA2_CODE21,LST_slope,LST_p,LST_trend,NDVI_slope,NDVI_p,NDVI_trend,NDBI_slope,NDBI_p,NDBI_trend
210011534,-0.04819181141515607,0.387514377839314,no trend,0.0038505881705686706,0.0022170615811702987,increasing,-0.002413594585773593,0.007235176109436026,decreasing
210021232,-0.08234651379008157,0.28615732110495795,no trend,0.005567804492686415,0.014063556708352909,increasing,-0.004897459518306648,0.0701839854914923,no trend
210021235,-0.15188460365106263,0.1542575118326619,no trend,0.006491074382180927,0.0022170615811702987,increasing,-0.006162902249621797,0.023486186933639575,decreasing
210031236,-0.029856923956195852,0.5283124685330474,no trend,0.002855242200204233,0.016147623299816338,increasing,-0.0018638675927333793,0.03765485026971738,decreasing
210031237,-0.006543561296636962,0.7260951618325295,no trend,0.003194903028119,0.00628497005627171,increasing,-0.0021492489542027436,0.03356141170311466,decreasing
210031439,-0.10672146223527916,0.07212432275983494,no trend,0.008027628706435155,0.00011640806991186636,increasing,-0.006886740026155819,2.3656555304452098e-05,decreasing
210031440,-0.00894400726282818,0.944141999801307,no trend,0.0033637542428119225,0.0035073847992901364,increasing,-0.0020550825109882692,0.03765485026971738,decreasing
210031535,-0.0184514478360805,0.7260951618325295,no trend,0.003311255393388307,0.023486186933639575,increasing,-0.0029336129618918387,0.016147623299816338,decreasing
210031536,-0.028878922281456915,0.5593049468922573,no trend,0.003576887373356042,0.010906151033361455,increasing,-0.0023481127278648043,0.029854753709825932,decreasing
210031537,-0.01603663573784879,0.8701367570919354,no trend,0.0028872439524985005,0.010906151033361455,increasing,-0.0017425334898594602,0.07212432275983494,no trend
210031538,0.011785025807605268,0.7972523796379414,no trend,0.0021512361824054978,0.06503135683341554,no trend,-0.0009933298373065954,0.18311229220036362,no trend
210041240,-0.2049327399698609,0.07212432275983494,no trend,0.007807094884485033,0.0002456719267813767,increasing,-0.006087089885601595,0.007235176109436026,decreasing
210041539,-0.19235097983460653,0.11763382782129739,no trend,0.005838522326271558,0.004070304881397702,increasing,-0.004819423530281586,0.026505643985675675,decreasing
210041540,-0.22536711715273194,0.058523973520625105,no trend,0.00687772399564001,0.0005965451621383622,increasing,-0.00632857995765955,0.0005965451621383622,decreasing
210041541,-0.23739162001788283,0.039516712961947364,decreasing,0.00794449526488448,0.01612706871178249,increasing,-0.006996342105587252,0.01612706871178249,decreasing
210051242,-0.036533302850826954,0.6572273920607943,no trend,0.00334571807395892,0.029854753709825932,increasing,-0.002747944043838362,0.016147623299816338,decreasing
210051243,0.008674019986949014,0.9070384808036946,no trend,0.0016989351541274891,0.06503135683341554,no trend,-0.0015891069646386412,0.029854753709825932,decreasing
210051245,-0.0957704071127754,0.11763382782129739,no trend,0.006331718225632436,0.00029458014258532117,increasing,-0.004988186302772088,0.0009910666009620428,decreasing
210051246,-0.1677008483473767,0.09727654970369648,no trend,0.006954284754201607,0.001168988918142766,increasing,-0.00555282542965459,0.005448604576648863,decreasing
210051247,-0.048113564800697436,0.41368622699316804,no trend,0.00576634199751409,0.00016981157303574967,increasing,-0.003959096891992017,0.0016164569904013604,decreasing
210051248,-0.159194870932579,0.08821070970409317,no trend,0.0058838960783349666,0.0022170615811702987,increasing,-0.005423275999498142,0.0007079791172892591,decreasing
210051250,0.022578047733537825,0.7972523796379414,no trend,0.0034098821145173283,0.014195743882660095,increasing,-0.0023004639616860216,0.012455077396482883,decreasing
210051441,-0.09763430507775286,0.16822084690819583,no trend,0.0054313484274122305,0.00029458014258532117,increasing,-0.004331698391562664,0.00042093182771774096,decreasing
210051442,-0.16256001165792852,0.18311229220036362,no trend,0.0068113689205082486,0.0013760379927676425,increasing,-0.006725012610855329,0.0016164569904013604,decreasing
210051443,-0.13709645046226135,0.07212432275983494,no trend,0.005459247546700248,0.0035073847992901364,increasing,-0.006757655581525013,0.00016981157303574967,decreasing
210051445,-0.17297263960455567,0.1542575118326619,no trend,0.006994364687641896,0.007235176109436026,increasing,-0.005897831331036096,0.016147623299816338,decreasing
210051542,-0.08645282344179905,0.3623776993195864,no trend,0.0023381819503606165,0.1542575118326619,no trend,-0.009676046957847824,1.5555676707190713e-05,decreasing
210051543,-0.10125843588136679,0.2524605042504313,no trend,0.00449479363840506,0.01833157496099891,increasing,-0.009442450631049162,7.913997769493086e-05,decreasing
